fiber_type,import_export,category,sub_category,year,month,value
raw_linen,import,apparel,sweaters,2020,2,176.64
raw_linen,import,apparel,sweaters,2020,3,164.14
raw_linen,import,apparel,sweaters,2020,4,66.27
raw_linen,import,apparel,sweaters,2020,5,103.44
raw_linen,import,apparel,sweaters,2020,6,214.58
raw_linen,import,apparel,sweaters,2020,7,292.41
raw_linen,import,apparel,sweaters,2020,8,528.38
raw_linen,import,apparel,sweaters,2020,9,698.10
raw_linen,import,apparel,sweaters,2020,10,826.19
raw_linen,import,apparel,sweaters,2020,11,714.14
raw_linen,import,apparel,sweaters,2020,12,245.88
raw_linen,import,apparel,sweaters,2021,1,286.05
raw_linen,import,apparel,sweaters,2021,2,238.45
raw_linen,import,apparel,sweaters,2021,3,188.82
raw_linen,import,apparel,sweaters,2021,4,243.61
raw_linen,import,apparel,sweaters,2021,5,256.51
raw_linen,import,apparel,sweaters,2021,6,655.99
raw_linen,import,apparel,sweaters,2021,7,930.00
raw_linen,import,apparel,sweaters,2021,8,918.63
raw_linen,import,apparel,sweaters,2021,9,1225.40
raw_linen,import,apparel,other apparel,2020,1,927.25
raw_linen,import,apparel,other apparel,2020,2,952.90
raw_linen,import,apparel,other apparel,2020,3,530.82
raw_linen,import,apparel,other apparel,2020,4,759.34
raw_linen,import,apparel,other apparel,2020,5,1230.86
raw_linen,import,apparel,other apparel,2020,6,1215.17
raw_linen,import,apparel,other apparel,2020,7,1504.84
raw_linen,import,apparel,other apparel,2020,8,1976.41
raw_linen,import,apparel,other apparel,2020,9,1878.97
raw_linen,import,apparel,other apparel,2020,10,1774.85
raw_linen,import,apparel,other apparel,2020,11,1232.68
raw_linen,import,apparel,other apparel,2020,12,1061.95
raw_linen,import,apparel,other apparel,2021,1,864.65
raw_linen,import,apparel,other apparel,2021,2,857.13
raw_linen,import,apparel,other apparel,2021,3,1100.42
raw_linen,import,apparel,other apparel,2021,4,935.45
raw_linen,import,apparel,other apparel,2021,5,1195.78
raw_linen,import,apparel,other apparel,2021,6,1008.75
raw_linen,import,apparel,other apparel,2021,7,1320.11
raw_linen,import,apparel,other apparel,2021,8,1719.38
raw_linen,import,apparel,other apparel,2021,9,1694.52
raw_linen,import,headgear,headgear,2020,1,1099.38
raw_linen,import,headgear,headgear,2020,2,1137.91
raw_linen,import,headgear,headgear,2020,3,760.58
raw_linen,import,headgear,headgear,2020,4,669.63
raw_linen,import,headgear,headgear,2020,5,667.01
raw_linen,import,headgear,headgear,2020,6,695.67
raw_linen,import,headgear,headgear,2020,7,983.08
raw_linen,import,headgear,headgear,2020,8,1018.64
raw_linen,import,headgear,headgear,2020,9,927.06
raw_linen,import,headgear,headgear,2020,10,815.22
raw_linen,import,headgear,headgear,2020,11,641.66
raw_linen,import,headgear,headgear,2020,12,735.33
raw_linen,import,headgear,headgear,2021,1,732.70
raw_linen,import,headgear,headgear,2021,2,837.59
raw_linen,import,headgear,headgear,2021,3,1233.41
raw_linen,import,headgear,headgear,2021,4,922.94
raw_linen,import,headgear,headgear,2021,5,1207.89
raw_linen,import,headgear,headgear,2021,6,1408.25
raw_linen,import,headgear,headgear,2021,7,1243.97
raw_linen,import,headgear,headgear,2021,8,1291.41
raw_linen,import,headgear,headgear,2021,9,1359.24
raw_linen,import,home furnishings,blankets,2020,1,80.24
raw_linen,import,home furnishings,blankets,2020,2,29.79
raw_linen,import,home furnishings,blankets,2020,3,80.75
raw_linen,import,home furnishings,blankets,2020,4,59.94
raw_linen,import,home furnishings,blankets,2020,5,40.31
raw_linen,import,home furnishings,blankets,2020,6,70.21
raw_linen,import,home furnishings,blankets,2020,7,77.90
raw_linen,import,home furnishings,blankets,2020,8,58.67
raw_linen,import,home furnishings,blankets,2020,9,91.22
raw_linen,import,home furnishings,blankets,2020,10,102.18
raw_linen,import,home furnishings,blankets,2020,11,117.99
raw_linen,import,home furnishings,blankets,2020,12,142.86
raw_linen,import,home furnishings,blankets,2021,1,73.59
raw_linen,import,home furnishings,blankets,2021,2,39.36
raw_linen,import,home furnishings,blankets,2021,3,92.04
raw_linen,import,home furnishings,blankets,2021,4,63.61
raw_linen,import,home furnishings,blankets,2021,5,80.80
raw_linen,import,home furnishings,blankets,2021,6,80.54
raw_linen,import,home furnishings,blankets,2021,7,51.41
raw_linen,import,home furnishings,blankets,2021,8,76.80
raw_linen,import,home furnishings,blankets,2021,9,101.74
raw_linen,import,home furnishings,bedsheets and pillowcases,2020,1,228.44
raw_linen,import,home furnishings,bedsheets and pillowcases,2020,2,166.62
raw_linen,import,home furnishings,bedsheets and pillowcases,2020,3,136.38
raw_linen,import,home furnishings,bedsheets and pillowcases,2020,4,231.86
raw_linen,import,home furnishings,bedsheets and pillowcases,2020,5,218.03
raw_linen,import,home furnishings,bedsheets and pillowcases,2020,6,316.02
raw_linen,import,home furnishings,bedsheets and pillowcases,2020,7,260.68
raw_linen,import,home furnishings,bedsheets and pillowcases,2020,8,281.27
raw_linen,import,home furnishings,bedsheets and pillowcases,2020,9,330.71
raw_linen,import,home furnishings,bedsheets and pillowcases,2020,10,383.09
raw_linen,import,home furnishings,bedsheets and pillowcases,2020,11,432.23
raw_linen,import,home furnishings,bedsheets and pillowcases,2020,12,512.19
raw_linen,import,home furnishings,bedsheets and pillowcases,2021,1,534.89
raw_linen,import,home furnishings,bedsheets and pillowcases,2021,2,433.96
raw_linen,import,home furnishings,bedsheets and pillowcases,2021,3,644.71
raw_linen,import,home furnishings,bedsheets and pillowcases,2021,4,524.58
raw_linen,import,home furnishings,bedsheets and pillowcases,2021,5,514.98
raw_linen,import,home furnishings,bedsheets and pillowcases,2021,6,586.48
raw_linen,import,home furnishings,bedsheets and pillowcases,2021,7,432.98
raw_linen,import,home furnishings,bedsheets and pillowcases,2021,8,500.05
raw_linen,import,home furnishings,bedsheets and pillowcases,2021,9,518.20
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2020,1,171.63
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2020,2,187.42
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2020,3,180.10
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2020,4,74.32
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2020,5,136.60
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2020,6,176.82
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2020,7,214.03
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2020,8,208.78
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2020,9,152.51
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2020,10,212.57
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2020,11,208.75
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2020,12,245.49
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2021,1,698.64
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2021,2,277.44
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2021,3,271.96
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2021,4,347.91
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2021,5,359.52
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2021,6,386.15
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2021,7,416.34
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2021,8,446.93
raw_linen,import,home furnishings,"tablecloths, placemats, napkins",2021,9,413.61
raw_linen,import,home furnishings,bathroom and kitchen toweling,2020,1,101.59
raw_linen,import,home furnishings,bathroom and kitchen toweling,2020,2,36.87
raw_linen,import,home furnishings,bathroom and kitchen toweling,2020,3,36.11
raw_linen,import,home furnishings,bathroom and kitchen toweling,2020,4,43.89
raw_linen,import,home furnishings,bathroom and kitchen toweling,2020,5,87.93
raw_linen,import,home furnishings,bathroom and kitchen toweling,2020,6,140.16
raw_linen,import,home furnishings,bathroom and kitchen toweling,2020,7,102.49
raw_linen,import,home furnishings,bathroom and kitchen toweling,2020,8,108.91
raw_linen,import,home furnishings,bathroom and kitchen toweling,2020,9,70.72
raw_linen,import,home furnishings,bathroom and kitchen toweling,2020,10,99.26
raw_linen,import,home furnishings,bathroom and kitchen toweling,2020,11,101.54
raw_linen,import,home furnishings,bathroom and kitchen toweling,2020,12,96.90
raw_linen,import,home furnishings,bathroom and kitchen toweling,2021,1,67.73
raw_linen,import,home furnishings,bathroom and kitchen toweling,2021,2,84.62
raw_linen,import,home furnishings,bathroom and kitchen toweling,2021,3,71.42
raw_linen,import,home furnishings,bathroom and kitchen toweling,2021,4,74.74
raw_linen,import,home furnishings,bathroom and kitchen toweling,2021,5,108.97
raw_linen,import,home furnishings,bathroom and kitchen toweling,2021,6,107.45
raw_linen,import,home furnishings,bathroom and kitchen toweling,2021,7,119.93
raw_linen,import,home furnishings,bathroom and kitchen toweling,2021,8,136.10
raw_linen,import,home furnishings,bathroom and kitchen toweling,2021,9,145.26
raw_linen,import,home furnishings,curtains and drapes,2020,1,613.85
raw_linen,import,home furnishings,curtains and drapes,2020,2,522.30
raw_linen,import,home furnishings,curtains and drapes,2020,3,537.17
raw_linen,import,home furnishings,curtains and drapes,2020,4,726.18
raw_linen,import,home furnishings,curtains and drapes,2020,5,418.18
raw_linen,import,home furnishings,curtains and drapes,2020,6,629.25
raw_linen,import,home furnishings,curtains and drapes,2020,7,854.80
raw_linen,import,home furnishings,curtains and drapes,2020,8,773.96
raw_linen,import,home furnishings,curtains and drapes,2020,9,761.36
raw_linen,import,home furnishings,curtains and drapes,2020,10,830.29
raw_linen,import,home furnishings,curtains and drapes,2020,11,1155.90
raw_linen,import,home furnishings,curtains and drapes,2020,12,944.75
raw_linen,import,home furnishings,curtains and drapes,2021,1,1023.96
raw_linen,import,home furnishings,curtains and drapes,2021,2,848.10
raw_linen,import,home furnishings,curtains and drapes,2021,3,1023.58
raw_linen,import,home furnishings,curtains and drapes,2021,4,917.60
raw_linen,import,home furnishings,curtains and drapes,2021,5,1239.10
raw_linen,import,home furnishings,curtains and drapes,2021,6,1049.29
raw_linen,import,home furnishings,curtains and drapes,2021,7,791.26
raw_linen,import,home furnishings,curtains and drapes,2021,8,1165.05
raw_linen,import,home furnishings,curtains and drapes,2021,9,1205.07
raw_linen,import,home furnishings,bedspreads and quilts,2020,1,650.60
raw_linen,import,home furnishings,bedspreads and quilts,2020,2,509.41
raw_linen,import,home furnishings,bedspreads and quilts,2020,3,342.01
raw_linen,import,home furnishings,bedspreads and quilts,2020,4,621.59
raw_linen,import,home furnishings,bedspreads and quilts,2020,5,595.21
raw_linen,import,home furnishings,bedspreads and quilts,2020,6,907.06
raw_linen,import,home furnishings,bedspreads and quilts,2020,7,858.97
raw_linen,import,home furnishings,bedspreads and quilts,2020,8,933.67
raw_linen,import,home furnishings,bedspreads and quilts,2020,9,1045.58
raw_linen,import,home furnishings,bedspreads and quilts,2020,10,945.97
raw_linen,import,home furnishings,bedspreads and quilts,2020,11,1452.38
raw_linen,import,home furnishings,bedspreads and quilts,2020,12,1256.58
raw_linen,import,home furnishings,bedspreads and quilts,2021,1,881.68
raw_linen,import,home furnishings,bedspreads and quilts,2021,2,976.11
raw_linen,import,home furnishings,bedspreads and quilts,2021,3,1044.21
raw_linen,import,home furnishings,bedspreads and quilts,2021,4,969.46
raw_linen,import,home furnishings,bedspreads and quilts,2021,5,1107.86
raw_linen,import,home furnishings,bedspreads and quilts,2021,6,995.44
raw_linen,import,home furnishings,bedspreads and quilts,2021,7,877.07
raw_linen,import,home furnishings,bedspreads and quilts,2021,8,926.93
raw_linen,import,home furnishings,bedspreads and quilts,2021,9,907.80
raw_linen,import,floor coverings,knotted,2020,1,144.60
raw_linen,import,floor coverings,knotted,2020,2,159.59
raw_linen,import,floor coverings,knotted,2020,3,128.32
raw_linen,import,floor coverings,knotted,2020,4,93.31
raw_linen,import,floor coverings,knotted,2020,5,29.30
raw_linen,import,floor coverings,knotted,2020,6,60.01
raw_linen,import,floor coverings,knotted,2020,7,115.32
raw_linen,import,floor coverings,knotted,2020,8,147.79
raw_linen,import,floor coverings,knotted,2020,9,161.33
raw_linen,import,floor coverings,knotted,2020,10,171.83
raw_linen,import,floor coverings,knotted,2020,11,144.07
raw_linen,import,floor coverings,knotted,2020,12,201.86
raw_linen,import,floor coverings,knotted,2021,1,176.70
raw_linen,import,floor coverings,knotted,2021,2,132.40
raw_linen,import,floor coverings,knotted,2021,3,186.06
raw_linen,import,floor coverings,knotted,2021,4,183.98
raw_linen,import,floor coverings,knotted,2021,5,162.67
raw_linen,import,floor coverings,knotted,2021,6,123.16
raw_linen,import,floor coverings,knotted,2021,7,148.09
raw_linen,import,floor coverings,knotted,2021,8,133.18
raw_linen,import,floor coverings,knotted,2021,9,129.97
raw_linen,import,floor coverings,woven,2020,1,37150.28
raw_linen,import,floor coverings,woven,2020,2,37059.59
raw_linen,import,floor coverings,woven,2020,3,33118.21
raw_linen,import,floor coverings,woven,2020,4,30514.65
raw_linen,import,floor coverings,woven,2020,5,21674.29
raw_linen,import,floor coverings,woven,2020,6,27499.69
raw_linen,import,floor coverings,woven,2020,7,39418.75
raw_linen,import,floor coverings,woven,2020,8,44466.76
raw_linen,import,floor coverings,woven,2020,9,44839.77
raw_linen,import,floor coverings,woven,2020,10,48239.36
raw_linen,import,floor coverings,woven,2020,11,43543.01
raw_linen,import,floor coverings,woven,2020,12,47270.00
raw_linen,import,floor coverings,woven,2021,1,54643.14
raw_linen,import,floor coverings,woven,2021,2,48057.02
raw_linen,import,floor coverings,woven,2021,3,49624.44
raw_linen,import,floor coverings,woven,2021,4,48513.56
raw_linen,import,floor coverings,woven,2021,5,57716.72
raw_linen,import,floor coverings,woven,2021,6,54322.21
raw_linen,import,floor coverings,woven,2021,7,51075.65
raw_linen,import,floor coverings,woven,2021,8,38020.28
raw_linen,import,floor coverings,woven,2021,9,33194.46
raw_linen,import,floor coverings,tufted,2020,1,1636.28
raw_linen,import,floor coverings,tufted,2020,2,1483.53
raw_linen,import,floor coverings,tufted,2020,3,1395.98
raw_linen,import,floor coverings,tufted,2020,4,1421.77
raw_linen,import,floor coverings,tufted,2020,5,1053.77
raw_linen,import,floor coverings,tufted,2020,6,1343.91
raw_linen,import,floor coverings,tufted,2020,7,1810.58
raw_linen,import,floor coverings,tufted,2020,8,2087.78
raw_linen,import,floor coverings,tufted,2020,9,2129.06
raw_linen,import,floor coverings,tufted,2020,10,2542.57
raw_linen,import,floor coverings,tufted,2020,11,2308.19
raw_linen,import,floor coverings,tufted,2020,12,2355.69
raw_linen,import,floor coverings,tufted,2021,1,2611.85
raw_linen,import,floor coverings,tufted,2021,2,2405.26
raw_linen,import,floor coverings,tufted,2021,3,2531.06
raw_linen,import,floor coverings,tufted,2021,4,2400.97
raw_linen,import,floor coverings,tufted,2021,5,2657.58
raw_linen,import,floor coverings,tufted,2021,6,2651.13
raw_linen,import,floor coverings,tufted,2021,7,2900.05
raw_linen,import,floor coverings,tufted,2021,8,2585.00
raw_linen,import,floor coverings,tufted,2021,9,2366.01
raw_linen,import,floor coverings,misc,2020,1,5345.44
raw_linen,import,floor coverings,misc,2020,2,4876.88
raw_linen,import,floor coverings,misc,2020,3,4340.19
raw_linen,import,floor coverings,misc,2020,4,4771.55
raw_linen,import,floor coverings,misc,2020,5,1831.92
raw_linen,import,floor coverings,misc,2020,6,2806.80
raw_linen,import,floor coverings,misc,2020,7,5281.48
raw_linen,import,floor coverings,misc,2020,8,8896.11
raw_linen,import,floor coverings,misc,2020,9,8467.93
raw_linen,import,floor coverings,misc,2020,10,10241.18
raw_linen,import,floor coverings,misc,2020,11,8342.09
raw_linen,import,floor coverings,misc,2020,12,6527.04
raw_linen,import,floor coverings,misc,2021,1,6661.04
raw_linen,import,floor coverings,misc,2021,2,7690.29
raw_linen,import,floor coverings,misc,2021,3,10071.82
raw_linen,import,floor coverings,misc,2021,4,8815.48
raw_linen,import,floor coverings,misc,2021,5,8427.28
raw_linen,import,floor coverings,misc,2021,6,5748.77
raw_linen,import,floor coverings,misc,2021,7,6695.84
raw_linen,import,floor coverings,misc,2021,8,8843.50
raw_linen,import,floor coverings,misc,2021,9,7914.27
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2020,1,223.27
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2020,2,219.73
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2020,3,199.11
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2020,4,225.28
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2020,5,596.08
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2020,6,337.18
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2020,7,264.21
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2020,8,255.74
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2020,9,266.56
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2020,10,108.18
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2020,11,162.83
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2020,12,165.66
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2021,1,207.94
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2021,2,220.01
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2021,3,438.86
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2021,4,216.00
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2021,5,148.23
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2021,6,324.59
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2021,7,246.86
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2021,8,209.62
raw_linen,export,"yarn, fabric, thread","yarn, thread, cordage, rope",2021,9,225.09
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2020,1,67.44
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2020,2,40.51
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2020,3,106.47
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2020,4,32.58
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2020,5,30.79
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2020,6,67.92
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2020,7,65.72
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2020,8,53.37
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2020,9,74.34
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2020,10,122.91
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2020,11,100.54
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2020,12,52.72
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2021,1,47.23
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2021,2,66.09
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2021,3,104.13
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2021,4,99.32
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2021,5,91.70
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2021,6,55.87
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2021,7,60.76
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2021,8,114.93
raw_linen,export,"yarn, fabric, thread",broad woven fabric,2021,9,100.83
raw_linen,export,"yarn, fabric, thread",knit fabric,2020,1,749.29
raw_linen,export,"yarn, fabric, thread",knit fabric,2020,2,838.70
raw_linen,export,"yarn, fabric, thread",knit fabric,2020,3,719.16
raw_linen,export,"yarn, fabric, thread",knit fabric,2020,4,212.16
raw_linen,export,"yarn, fabric, thread",knit fabric,2020,5,352.74
raw_linen,export,"yarn, fabric, thread",knit fabric,2020,6,520.82
raw_linen,export,"yarn, fabric, thread",knit fabric,2020,7,594.31
raw_linen,export,"yarn, fabric, thread",knit fabric,2020,8,912.56
raw_linen,export,"yarn, fabric, thread",knit fabric,2020,9,1055.09
raw_linen,export,"yarn, fabric, thread",knit fabric,2020,10,1168.90
raw_linen,export,"yarn, fabric, thread",knit fabric,2020,11,1120.67
raw_linen,export,"yarn, fabric, thread",knit fabric,2020,12,1231.02
raw_linen,export,"yarn, fabric, thread",knit fabric,2021,1,1298.89
raw_linen,export,"yarn, fabric, thread",knit fabric,2021,2,1144.35
raw_linen,export,"yarn, fabric, thread",knit fabric,2021,3,1360.42
raw_linen,export,"yarn, fabric, thread",knit fabric,2021,4,1149.98
raw_linen,export,"yarn, fabric, thread",knit fabric,2021,5,1158.38
raw_linen,export,"yarn, fabric, thread",knit fabric,2021,6,1311.44
raw_linen,export,"yarn, fabric, thread",knit fabric,2021,7,1431.06
raw_linen,export,"yarn, fabric, thread",knit fabric,2021,8,1422.15
raw_linen,export,"yarn, fabric, thread",knit fabric,2021,9,1283.63
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2020,1,3882.17
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2020,2,4311.41
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2020,3,4266.67
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2020,4,1212.18
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2020,5,1492.21
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2020,6,3045.11
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2020,7,4164.00
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2020,8,4608.41
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2020,9,5035.95
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2020,10,4507.72
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2020,11,3741.97
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2020,12,3095.25
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2021,1,3566.54
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2021,2,3320.17
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2021,3,3598.99
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2021,4,3030.45
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2021,5,3548.06
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2021,6,3377.95
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2021,7,2976.90
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2021,8,3134.32
raw_linen,export,"yarn, fabric, thread","narrow, industrial, and misc fabric",2021,9,3054.41
raw_linen,export,apparel,tops,2020,1,147.47
raw_linen,export,apparel,tops,2020,2,167.23
raw_linen,export,apparel,tops,2020,3,134.96
raw_linen,export,apparel,tops,2020,4,45.16
raw_linen,export,apparel,tops,2020,5,71.83
raw_linen,export,apparel,tops,2020,6,96.47
raw_linen,export,apparel,tops,2020,7,129.70
raw_linen,export,apparel,tops,2020,8,143.68
raw_linen,export,apparel,tops,2020,9,158.39
raw_linen,export,apparel,tops,2020,10,222.29
raw_linen,export,apparel,tops,2020,11,176.23
raw_linen,export,apparel,tops,2020,12,138.76
raw_linen,export,apparel,tops,2021,1,162.26
raw_linen,export,apparel,tops,2021,2,160.32
raw_linen,export,apparel,tops,2021,3,196.01
raw_linen,export,apparel,tops,2021,4,192.24
raw_linen,export,apparel,tops,2021,5,200.50
raw_linen,export,apparel,tops,2021,6,192.78
raw_linen,export,apparel,tops,2021,7,248.88
raw_linen,export,apparel,tops,2021,8,233.04
raw_linen,export,apparel,tops,2021,9,240.17
raw_linen,export,apparel,bottoms,2020,1,33.55
raw_linen,export,apparel,bottoms,2020,2,40.85
raw_linen,export,apparel,bottoms,2020,3,37.81
raw_linen,export,apparel,bottoms,2020,4,10.37
raw_linen,export,apparel,bottoms,2020,5,20.40
raw_linen,export,apparel,bottoms,2020,6,46.58
raw_linen,export,apparel,bottoms,2020,7,35.60
raw_linen,export,apparel,bottoms,2020,8,43.44
raw_linen,export,apparel,bottoms,2020,9,44.64
raw_linen,export,apparel,bottoms,2020,10,70.59
raw_linen,export,apparel,bottoms,2020,11,54.90
raw_linen,export,apparel,bottoms,2020,12,89.99
raw_linen,export,apparel,bottoms,2021,1,87.87
raw_linen,export,apparel,bottoms,2021,2,59.66
raw_linen,export,apparel,bottoms,2021,3,57.65
raw_linen,export,apparel,bottoms,2021,4,57.84
raw_linen,export,apparel,bottoms,2021,5,76.39
raw_linen,export,apparel,bottoms,2021,6,35.48
raw_linen,export,apparel,bottoms,2021,7,40.84
raw_linen,export,apparel,bottoms,2021,8,61.65
raw_linen,export,apparel,bottoms,2021,9,39.57
raw_linen,export,apparel,suits and coats,2020,1,67.85
raw_linen,export,apparel,suits and coats,2020,2,53.51
raw_linen,export,apparel,suits and coats,2020,3,48.87
raw_linen,export,apparel,suits and coats,2020,4,48.42
raw_linen,export,apparel,suits and coats,2020,5,16.43
raw_linen,export,apparel,suits and coats,2020,6,34.77
raw_linen,export,apparel,suits and coats,2020,7,63.77
raw_linen,export,apparel,suits and coats,2020,8,173.88
raw_linen,export,apparel,suits and coats,2020,9,218.25
raw_linen,export,apparel,suits and coats,2020,10,314.02
raw_linen,export,apparel,suits and coats,2020,11,272.07
raw_linen,export,apparel,suits and coats,2020,12,273.42
raw_linen,export,apparel,suits and coats,2021,1,292.49
raw_linen,export,apparel,suits and coats,2021,2,331.25
raw_linen,export,apparel,suits and coats,2021,3,277.02
raw_linen,export,apparel,suits and coats,2021,4,240.56
raw_linen,export,apparel,suits and coats,2021,5,236.36
raw_linen,export,apparel,suits and coats,2021,6,239.44
raw_linen,export,apparel,suits and coats,2021,7,132.55
raw_linen,export,apparel,suits and coats,2021,8,145.76
raw_linen,export,apparel,suits and coats,2021,9,135.22
raw_linen,export,apparel,sweaters,2020,1,26.32
raw_linen,export,apparel,sweaters,2020,2,21.07
raw_linen,export,apparel,sweaters,2020,3,29.06
raw_linen,export,apparel,sweaters,2020,4,24.51
raw_linen,export,apparel,sweaters,2020,5,22.90
raw_linen,export,apparel,sweaters,2020,6,33.38
raw_linen,export,apparel,sweaters,2020,7,46.76
raw_linen,export,apparel,sweaters,2020,8,71.59
raw_linen,export,apparel,sweaters,2020,9,62.14
raw_linen,export,apparel,sweaters,2020,10,74.51
raw_linen,export,apparel,sweaters,2020,11,121.49
raw_linen,export,apparel,sweaters,2020,12,76.30
raw_linen,export,apparel,sweaters,2021,1,52.39
raw_linen,export,apparel,sweaters,2021,2,29.15
raw_linen,export,apparel,sweaters,2021,3,76.80
raw_linen,export,apparel,sweaters,2021,4,53.06
raw_linen,export,apparel,sweaters,2021,5,45.16
raw_linen,export,apparel,sweaters,2021,6,54.90
raw_linen,export,apparel,sweaters,2021,7,43.23
raw_linen,export,apparel,sweaters,2021,8,64.83
raw_linen,export,apparel,sweaters,2021,9,73.98
raw_linen,export,apparel,other apparel,2020,1,85.79
raw_linen,export,apparel,other apparel,2020,2,236.70
raw_linen,export,apparel,other apparel,2020,3,102.72
raw_linen,export,apparel,other apparel,2020,4,70.09
raw_linen,export,apparel,other apparel,2020,5,68.55
raw_linen,export,apparel,other apparel,2020,6,78.41
raw_linen,export,apparel,other apparel,2020,7,90.33
raw_linen,export,apparel,other apparel,2020,8,59.68
raw_linen,export,apparel,other apparel,2020,9,136.07
raw_linen,export,apparel,other apparel,2020,10,134.73
raw_linen,export,apparel,other apparel,2020,11,146.06
raw_linen,export,apparel,other apparel,2020,12,81.94
